Attendance,Study_Hours,Previous_Marks,Result
58,0.5,33,Fail
62,4.5,64,Pass
80,4.5,74,Pass
90,2.5,54,Pass
82,3.5,67,Pass
46,4.0,87,Pass
59,2.5,40,Fail
45,4.0,34,Fail
80,3.0,29,Fail
51,5.5,76,Pass
69,4.5,88,Pass
86,1.0,73,Pass
79,5.0,93,Pass
54,2.5,75,Fail
57,5.5,45,Pass
77,4.0,43,Pass
71,0.5,72,Pass
41,4.5,72,Pass
92,1.0,62,Pass
68,5.5,62,Pass
66,5.5,54,Pass
48,4.5,49,Fail
60,3.5,69,Pass
57,4.0,77,Pass
53,3.0,82,Pass
72,1.0,47,Fail
65,5.5,85,Pass
93,2.5,46,Pass
96,2.0,46,Pass
49,1.5,81,Fail
42,6.0,93,Pass
86,5.5,90,Pass
100,2.5,33,Pass
91,2.0,45,Pass
37,5.0,78,Pass
51,3.0,81,Pass
38,6.0,60,Fail
88,5.5,26,Pass
73,4.5,60,Pass
68,1.0,27,Fail
71,4.5,45,Pass
51,6.0,71,Pass
74,2.5,34,Pass
37,5.5,75,Pass
77,2.5,68,Pass
83,6.0,55,Pass
79,4.0,51,Pass
57,1.0,89,Pass
89,3.0,64,Pass
82,1.0,87,Pass
43,2.5,54,Fail
48,5.5,67,Pass
76,2.0,92,Pass
54,5.5,34,Pass
43,1.0,43,Fail
45,4.0,89,Pass
46,6.0,55,Pass
66,4.0,44,Fail
74,5.5,95,Pass
46,6.0,32,Pass
81,4.0,68,Pass
53,5.0,80,Pass
55,0.5,80,Fail
50,3.0,56,Fail
86,2.0,28,Fail
97,5.0,84,Pass
67,4.0,81,Pass
38,4.0,42,Fail
52,5.5,49,Pass
45,1.0,61,Fail
90,5.5,33,Pass
41,1.0,82,Fail
98,2.5,90,Pass
73,4.0,47,Pass
69,2.5,90,Pass
90,4.5,81,Pass
37,5.0,76,Fail
86,5.0,93,Pass
43,1.5,48,Fail
90,1.5,89,Pass
69,1.0,32,Fail
39,3.0,58,Fail
89,1.5,64,Pass
37,2.5,34,Fail
44,5.0,77,Pass
87,5.5,58,Pass
65,5.0,57,Pass
92,0.5,66,Pass
76,3.5,34,Fail
76,1.5,39,Fail
54,2.5,38,Fail
44,3.0,92,Pass
97,5.5,79,Pass
42,4.0,62,Pass
69,2.0,71,Pass
53,4.0,70,Pass
52,5.5,43,Pass
74,1.0,31,Fail
87,5.0,64,Pass
86,1.5,43,Fail
91,1.5,86,Pass
54,5.5,42,Pass
65,0.5,65,Fail
36,4.5,54,Fail
84,1.0,77,Pass
55,4.0,92,Pass
71,4.0,54,Pass
46,5.0,28,Fail
88,5.0,71,Pass
88,4.5,34,Pass
92,2.5,32,Fail
38,1.5,71,Fail
100,4.0,32,Pass
51,3.0,34,Fail
55,1.0,56,Fail
51,6.0,57,Pass
52,2.0,89,Pass
71,0.5,44,Fail
51,5.5,53,Pass
61,3.5,75,Pass
78,4.5,83,Pass
89,1.5,49,Pass
80,2.5,69,Pass
74,4.0,69,Pass
45,2.0,46,Fail
88,4.5,33,Pass
37,2.0,73,Fail
52,1.5,44,Fail
39,0.5,47,Fail
78,2.0,65,Pass
59,2.0,36,Fail
77,4.5,42,Pass
58,3.5,56,Pass
65,1.5,86,Pass
65,3.5,79,Pass
38,1.5,47,Fail
63,3.0,46,Fail
77,5.5,94,Pass
70,4.5,71,Pass
40,4.0,73,Pass
78,2.0,29,Fail
55,1.0,32,Fail
36,4.5,46,Fail
45,3.5,84,Fail
67,4.0,89,Pass
55,6.0,38,Pass
80,2.5,75,Pass
51,5.0,86,Pass
85,3.5,87,Pass
54,2.0,57,Fail
75,1.0,43,Fail
87,4.0,92,Pass
60,2.0,44,Fail
38,4.5,43,Fail
70,4.5,39,Pass
100,3.0,62,Pass
98,3.5,33,Pass
49,4.0,65,Fail
84,3.0,91,Pass
57,5.5,60,Pass
45,1.0,93,Fail
78,6.0,88,Pass
68,0.5,80,Fail
70,1.5,68,Fail
89,4.5,87,Pass
57,1.0,64,Fail
78,2.0,40,Fail
59,1.5,90,Pass
38,4.5,60,Fail
60,3.5,89,Pass
97,1.0,53,Fail
66,3.0,49,Pass
42,1.5,79,Pass
80,6.0,69,Pass
98,1.0,56,Pass
94,4.0,87,Pass
72,3.0,61,Pass
59,3.5,26,Fail
73,6.0,74,Pass
88,2.5,29,Pass
91,4.5,59,Pass
88,3.0,38,Pass
65,4.0,42,Fail
43,2.5,94,Pass
72,1.5,33,Fail
45,1.0,78,Fail
39,1.0,70,Fail
67,6.0,39,Pass
78,5.0,90,Pass
91,2.0,39,Fail
86,3.5,61,Pass
91,4.5,80,Pass
84,2.5,78,Pass
81,3.0,47,Pass
36,4.5,84,Pass
76,2.0,92,Pass
43,3.5,58,Fail
39,1.5,71,Fail
45,0.5,51,Fail
89,4.5,50,Pass
83,4.5,58,Pass
97,6.0,39,Pass
99,1.5,73,Pass
93,4.5,37,Pass
44,5.5,25,Fail
92,4.0,56,Pass
90,6.0,30,Pass
92,6.0,64,Pass
45,5.0,61,Pass
43,6.0,35,Fail
95,4.0,42,Pass
46,3.0,27,Fail
59,5.5,67,Pass
65,5.0,46,Pass
43,1.0,75,Fail
36,2.0,69,Fail
100,2.0,51,Pass
92,5.0,27,Pass
94,2.0,47,Pass
53,2.0,48,Fail
49,3.5,48,Fail
63,1.0,92,Fail
64,6.0,37,Pass
35,3.0,44,Fail
86,1.5,83,Pass
100,2.0,90,Pass
69,5.0,58,Pass
60,4.0,63,Pass
61,3.0,29,Fail
41,2.5,82,Fail
52,5.5,67,Pass
68,4.5,59,Pass
63,4.5,46,Fail
70,3.0,56,Pass
90,6.0,76,Pass
50,4.5,31,Pass
37,3.0,60,Fail
37,6.0,27,Fail
44,5.5,79,Pass
72,4.5,40,Pass
88,4.5,88,Pass
93,3.0,58,Pass
76,3.5,57,Pass
61,1.5,50,Pass
45,4.0,61,Pass
61,2.5,49,Pass
57,2.5,50,Fail
92,5.5,39,Pass
67,1.5,49,Fail
50,5.0,82,Pass
54,2.0,42,Fail
44,0.5,82,Fail
95,0.5,85,Pass
38,3.0,72,Fail
36,3.0,27,Fail
47,2.5,64,Fail
88,4.0,83,Pass
69,3.0,51,Pass
76,1.0,45,Pass
58,2.5,47,Fail
39,1.0,55,Fail
91,1.0,30,Fail
47,1.5,42,Fail
37,4.5,70,Fail
72,4.5,58,Pass
40,5.0,42,Fail
41,4.5,90,Pass
87,3.5,46,Fail
67,2.0,34,Fail
51,0.5,39,Fail
58,4.0,46,Pass
82,2.0,62,Pass
39,2.0,30,Fail
43,6.0,85,Pass
75,1.5,86,Pass
74,0.5,47,Fail
98,5.5,79,Pass
59,2.0,67,Pass
39,2.5,84,Fail
70,1.0,44,Fail
76,2.5,68,Pass
44,6.0,30,Pass
71,4.5,26,Fail
48,3.0,86,Pass
90,2.0,46,Pass
89,2.5,56,Pass
63,4.0,41,Pass
98,2.0,86,Pass
99,1.5,52,Pass
43,4.5,38,Fail
59,5.5,68,Pass
74,5.5,39,Pass
41,5.0,43,Fail
60,3.5,72,Pass
52,5.0,92,Pass
97,5.5,78,Pass
62,0.5,34,Fail
85,3.0,47,Pass
60,1.5,81,Fail
44,6.0,44,Pass
91,5.5,77,Pass
35,5.0,58,Pass
39,2.0,87,Fail
59,5.5,50,Pass
80,0.5,90,Pass
57,1.5,54,Fail
39,4.0,76,Pass
56,5.0,39,Pass
51,5.5,62,Pass
35,2.0,47,Fail
70,2.5,26,Fail
43,3.0,56,Fail
54,0.5,37,Fail
77,5.5,92,Pass
82,2.5,82,Pass
52,1.5,77,Pass
56,3.0,57,Pass
51,4.5,43,Pass
97,5.5,48,Pass
47,1.5,39,Fail
47,1.5,64,Fail
64,5.5,82,Pass
47,3.5,38,Fail
45,2.5,25,Fail
41,1.5,34,Fail
77,6.0,57,Pass
75,4.5,26,Pass
77,1.5,53,Pass
85,1.0,33,Fail
56,1.5,33,Fail
95,2.0,75,Pass
83,1.0,95,Pass
87,2.0,39,Fail
82,1.0,41,Pass
58,2.5,46,Pass
53,3.0,80,Pass
62,3.0,60,Pass
41,5.0,65,Pass
64,2.0,63,Pass
38,5.5,91,Pass
35,5.5,27,Fail
96,6.0,36,Pass
80,1.5,52,Fail
72,2.0,59,Pass
57,4.0,33,Fail
72,1.5,88,Pass
93,1.0,72,Pass
77,1.0,90,Fail
74,4.0,91,Pass
65,5.0,61,Pass
57,2.0,85,Fail
80,5.5,77,Pass
99,5.0,50,Pass
63,1.0,71,Fail
60,2.5,92,Pass
63,1.0,78,Fail
63,5.5,75,Pass
99,4.5,41,Pass
81,4.5,83,Pass
58,4.5,52,Pass
59,2.0,69,Fail
63,5.5,72,Pass
37,5.5,61,Pass
69,4.5,37,Fail
88,3.0,74,Pass
78,1.0,42,Fail
48,0.5,44,Fail
82,1.5,34,Fail
82,4.0,68,Pass
52,5.0,33,Fail
75,5.5,49,Pass
75,1.5,87,Pass
90,2.0,57,Pass
44,1.0,88,Fail
48,6.0,59,Pass
67,5.0,38,Pass
38,3.0,78,Fail
62,3.5,50,Fail
86,3.5,93,Pass
45,2.0,43,Fail
65,1.5,83,Pass
99,2.0,60,Pass
68,2.0,84,Pass
67,3.5,38,Pass
71,2.0,69,Pass
47,4.5,33,Fail
45,3.5,81,Pass
79,3.5,41,Fail
61,5.5,55,Pass
54,2.5,71,Fail
37,4.0,58,Fail
90,0.5,80,Pass
37,4.5,73,Pass
84,3.5,34,Pass
60,1.5,79,Fail
74,0.5,55,Fail
51,4.5,67,Pass
45,4.0,40,Fail
70,4.0,55,Pass
80,3.0,82,Pass
48,4.0,90,Pass
63,3.5,91,Pass
64,2.0,74,Fail
49,3.5,31,Fail
72,3.5,56,Pass
44,5.0,39,Fail
68,3.0,74,Pass
42,3.0,36,Fail
67,6.0,93,Pass
55,5.5,39,Pass
64,2.0,29,Fail
63,5.5,84,Pass
94,1.5,39,Fail
67,5.0,27,Pass
88,1.5,63,Fail
50,3.0,93,Pass
58,6.0,44,Pass
40,1.0,54,Fail
62,5.0,42,Pass
78,3.0,64,Pass
89,1.0,48,Fail
72,5.5,66,Pass
77,3.5,58,Fail
47,5.5,90,Pass
37,5.5,72,Pass
86,0.5,73,Pass
46,2.0,59,Fail
41,2.5,46,Fail
96,3.5,47,Pass
98,1.0,60,Pass
75,2.5,38,Pass
60,5.0,34,Pass
89,1.5,51,Pass
48,4.5,34,Fail
63,3.0,41,Fail
58,1.0,62,Fail
94,1.5,80,Pass
95,1.5,41,Pass
77,4.0,80,Pass
42,1.0,26,Fail
66,5.0,95,Pass
51,5.0,61,Pass
93,1.0,58,Fail
44,5.5,71,Pass
39,6.0,58,Pass
81,0.5,54,Fail
64,5.5,51,Pass
89,2.0,93,Pass
40,4.0,85,Pass
87,1.5,60,Pass
37,5.0,84,Pass
37,5.0,35,Fail
65,6.0,62,Pass
49,6.0,57,Pass
74,1.0,48,Fail
37,4.0,89,Fail
37,2.0,83,Fail
82,1.0,88,Pass
49,1.5,69,Fail
78,5.5,51,Pass
84,4.5,78,Pass
39,1.0,33,Fail
85,6.0,85,Pass
52,5.0,27,Pass
60,2.0,82,Pass
41,3.0,74,Fail
90,4.5,31,Pass
71,4.0,35,Pass
68,3.0,57,Pass
98,3.5,46,Pass
57,0.5,86,Fail
93,3.5,38,Pass
82,2.5,54,Pass
95,2.0,43,Pass
94,2.0,34,Pass
99,4.0,43,Pass
44,3.0,85,Pass
87,3.0,75,Pass
87,1.5,89,Pass
77,6.0,53,Pass
53,1.5,42,Fail
98,2.5,27,Pass
48,1.5,60,Fail
67,4.5,28,Pass
69,3.0,25,Pass
46,3.0,67,Fail
82,5.5,37,Pass
41,4.5,64,Fail
80,3.5,65,Pass
90,3.0,76,Pass
58,6.0,52,Pass
81,6.0,74,Pass
45,4.5,51,Pass
90,4.5,32,Pass
97,5.5,47,Pass
45,6.0,26,Fail
80,1.0,57,Fail
68,6.0,77,Pass
70,4.5,80,Pass
81,4.0,41,Pass
67,3.0,32,Fail
74,2.5,38,Fail
50,5.0,94,Pass
60,4.0,47,Pass
91,1.5,55,Fail
42,4.0,30,Fail
74,1.5,80,Pass
47,3.0,56,Fail
90,3.5,31,Pass
73,4.0,58,Pass
61,1.5,75,Fail
51,1.0,58,Fail
63,2.0,93,Fail
97,4.0,86,Pass
68,5.5,61,Pass
66,5.0,91,Pass
84,4.5,82,Pass
60,2.5,51,Fail
63,1.0,79,Fail
57,5.5,60,Pass
45,3.5,63,Fail
81,1.0,61,Pass
92,3.5,81,Pass
94,4.0,89,Pass
92,2.5,47,Pass
64,0.5,70,Fail
53,4.0,69,Pass
76,0.5,87,Fail
97,3.0,56,Pass
82,5.0,38,Pass
67,6.0,39,Pass
80,2.5,29,Fail
85,0.5,32,Fail
95,3.0,46,Pass
85,2.0,32,Pass
63,5.5,86,Pass
53,4.5,50,Fail
67,2.5,51,Pass
56,4.5,78,Pass
96,2.5,46,Pass
68,3.5,75,Pass
66,5.5,83,Pass
58,1.5,50,Pass
77,2.0,58,Fail
69,5.5,48,Pass
43,3.0,55,Pass
91,2.0,66,Pass
58,0.5,49,Fail
63,3.0,57,Fail
48,3.5,60,Fail
71,2.5,27,Fail
81,2.0,36,Fail
92,2.5,63,Pass
38,4.0,25,Fail
98,5.5,74,Pass
81,4.0,88,Pass
53,4.0,78,Pass
48,5.0,47,Fail
54,1.5,56,Fail
92,2.0,71,Pass
54,1.0,73,Fail
65,2.5,93,Pass
81,6.0,60,Pass
92,2.5,42,Pass
78,5.0,50,Pass
84,1.0,90,Pass
46,3.0,69,Fail
92,2.5,85,Pass
53,1.5,76,Pass
43,2.5,93,Pass
98,4.0,60,Pass
48,3.0,91,Pass
44,5.0,87,Pass
76,5.5,84,Pass
56,3.0,91,Pass
44,6.0,62,Pass
74,1.0,77,Pass
84,2.0,64,Fail
87,3.0,79,Pass
45,3.5,78,Pass
71,3.5,78,Pass
88,3.5,55,Pass
45,5.5,81,Pass
48,2.0,86,Pass
35,5.0,70,Fail
69,3.5,57,Pass
48,3.0,85,Pass
82,2.0,79,Pass
98,2.0,58,Pass
49,2.5,66,Fail
77,4.5,73,Pass
49,3.0,73,Pass
36,1.5,47,Fail
84,4.5,45,Fail
63,4.0,87,Pass
97,5.5,91,Pass
70,3.5,53,Pass
45,4.0,89,Pass
64,3.0,58,Pass
48,4.0,37,Fail
92,3.0,76,Pass
80,1.5,28,Fail
57,6.0,33,Pass
69,4.5,91,Pass
79,4.0,61,Pass
86,3.0,44,Pass
40,4.5,59,Fail
36,1.0,65,Fail
42,2.5,70,Fail
61,1.0,49,Fail
65,1.0,52,Fail
44,0.5,63,Fail
62,4.5,69,Pass
64,2.0,89,Pass
42,5.0,52,Pass
95,5.5,86,Pass
74,1.5,95,Pass
60,4.5,49,Pass
68,3.0,27,Pass
55,5.5,67,Pass
91,3.0,88,Pass
72,2.5,29,Fail
67,2.0,39,Fail
94,5.5,72,Pass
89,1.5,82,Pass
88,5.0,31,Pass
50,1.5,50,Fail
45,4.0,42,Pass
80,3.0,93,Pass
65,1.0,73,Pass
79,1.0,58,Fail
84,2.0,85,Pass
54,4.5,63,Pass
54,4.5,89,Pass
67,1.5,42,Fail
53,3.0,27,Fail
78,1.0,55,Fail
84,4.5,39,Pass
66,5.0,84,Pass
82,5.5,62,Pass
68,5.5,45,Pass
81,2.5,79,Pass
50,2.0,62,Fail
83,5.5,60,Pass
81,1.5,38,Fail
52,1.0,95,Pass
71,2.0,71,Pass
91,4.5,85,Pass
51,4.5,78,Pass
83,6.0,60,Pass
97,2.5,26,Fail
91,2.0,72,Pass
61,2.5,32,Fail
74,5.0,92,Pass
99,1.5,42,Pass
72,5.5,51,Pass
42,3.5,64,Pass
38,5.0,60,Fail
86,5.0,71,Pass
63,3.0,80,Pass
51,4.5,78,Pass
58,2.5,89,Pass
84,5.0,58,Pass
65,5.0,62,Pass
91,3.5,86,Pass
83,1.5,45,Fail
98,6.0,42,Pass
93,5.5,26,Pass
52,4.0,77,Pass
78,6.0,73,Pass
36,3.5,44,Fail
99,2.5,34,Fail
52,3.0,28,Fail
78,1.0,59,Pass
90,3.5,39,Pass
45,4.0,81,Fail
90,1.0,92,Pass
36,2.0,79,Pass
64,4.5,85,Pass
66,5.0,94,Pass
59,6.0,77,Pass
73,2.0,65,Pass
94,5.0,82,Pass
56,1.5,64,Fail
73,1.0,55,Fail
92,4.5,27,Pass
85,3.0,70,Pass
38,5.0,88,Pass
96,2.0,74,Pass
38,1.5,53,Fail
73,3.5,68,Pass
72,1.0,82,Pass
86,2.0,78,Pass
45,1.5,59,Fail
47,2.5,50,Fail
84,4.5,53,Pass
45,1.0,89,Fail
66,4.0,37,Pass
83,3.5,85,Pass
77,3.5,39,Pass
49,3.0,94,Pass
55,4.0,56,Pass
98,5.0,76,Pass
64,1.5,76,Fail
38,5.0,79,Pass
49,1.0,80,Fail
57,3.0,28,Fail
100,3.5,44,Pass
55,1.5,41,Fail
37,1.0,74,Fail
68,1.0,73,Fail
40,0.5,46,Fail
53,3.5,81,Pass
100,1.5,47,Pass
81,5.0,49,Pass
38,5.5,53,Pass
64,2.0,77,Fail
46,1.5,26,Fail
43,3.0,88,Pass
73,5.5,73,Pass
68,2.5,66,Pass
83,1.0,42,Fail
93,6.0,80,Pass
51,3.0,86,Pass
95,2.5,60,Pass
69,5.5,45,Pass
52,5.5,52,Pass
90,3.0,54,Pass
37,2.0,46,Fail
71,3.0,75,Pass
82,1.5,49,Pass
53,3.0,82,Pass
91,2.0,57,Pass
51,4.0,69,Pass
90,4.5,91,Pass
40,6.0,56,Pass
45,5.0,37,Pass
60,1.0,63,Fail
91,1.5,60,Pass
44,3.5,80,Pass
92,2.0,85,Pass
50,0.5,75,Fail
64,4.5,93,Pass
58,2.5,44,Fail
43,1.0,42,Fail
96,3.5,45,Pass
63,6.0,72,Pass
80,4.0,41,Pass
72,1.5,31,Fail
68,3.5,93,Pass
75,5.5,47,Pass
93,1.0,41,Fail
80,4.0,50,Pass
70,4.5,36,Pass
77,4.5,28,Fail
74,1.5,46,Fail
63,5.5,49,Pass
76,2.5,82,Pass
64,1.0,55,Fail
84,1.0,77,Pass
98,3.0,76,Pass
97,0.5,80,Fail
88,5.0,89,Pass
74,5.5,60,Pass
84,0.5,32,Fail
47,5.0,28,Fail
66,6.0,38,Pass
52,0.5,83,Fail
35,4.5,65,Fail
98,6.0,35,Pass
91,5.0,34,Pass
68,3.5,87,Pass
52,5.5,61,Pass
80,4.5,37,Pass
63,2.0,88,Fail
87,1.5,75,Pass
100,3.5,58,Pass
58,2.5,58,Pass
51,2.5,72,Fail
52,1.5,49,Fail
41,5.0,95,Pass
61,4.5,80,Pass
36,2.5,70,Fail
42,2.0,73,Fail
53,1.0,95,Pass
45,1.0,26,Fail
83,4.0,27,Pass
42,1.0,80,Fail
91,6.0,40,Pass
49,2.0,73,Fail
42,0.5,60,Fail
36,5.0,47,Fail
81,2.5,41,Fail
52,2.5,79,Pass
68,1.0,37,Fail
42,4.0,36,Pass
99,2.5,56,Pass
43,5.0,33,Fail
62,4.0,70,Pass
90,5.5,94,Pass
51,4.0,77,Pass
52,5.0,67,Pass
88,4.5,53,Pass
53,3.0,94,Pass
35,4.5,87,Pass
63,4.0,82,Pass
36,0.5,41,Fail
94,4.5,34,Pass
77,2.0,37,Fail
73,3.5,43,Pass
48,1.0,31,Fail
80,0.5,87,Pass
79,0.5,38,Fail
39,1.5,41,Fail
92,0.5,87,Pass
73,1.0,92,Pass
87,3.5,41,Fail
52,2.5,46,Fail
43,6.0,81,Pass
81,5.0,93,Pass
87,1.5,70,Pass
60,3.0,56,Fail
37,3.0,72,Pass
88,2.5,80,Pass
48,3.0,33,Fail
57,4.0,55,Fail
76,4.0,85,Pass
41,2.5,74,Fail
40,4.5,36,Fail
37,2.0,78,Fail
95,5.0,72,Pass
55,6.0,44,Fail
78,2.0,49,Pass
99,5.0,47,Pass
79,5.0,95,Pass
69,3.0,38,Pass
69,1.0,83,Pass
59,5.0,62,Pass
74,2.5,87,Pass
97,1.5,94,Pass
86,4.0,92,Pass
63,3.0,85,Pass
57,1.0,54,Fail
92,6.0,44,Pass
44,2.0,47,Fail
90,3.5,71,Pass
52,4.0,49,Fail
82,1.0,55,Fail
87,4.5,31,Pass
66,4.0,79,Pass
47,3.0,33,Fail
90,3.5,49,Pass
59,6.0,66,Pass
56,5.5,62,Pass
68,1.0,88,Pass
63,2.5,71,Pass
79,3.5,80,Pass
44,5.5,46,Pass
63,5.0,34,Pass
93,2.5,77,Pass
37,5.5,36,Pass
65,2.5,83,Fail
78,2.0,91,Pass
93,4.0,45,Pass
74,2.5,78,Pass
89,4.0,56,Pass
49,3.0,46,Fail
58,5.0,55,Pass
96,5.5,70,Pass
93,2.0,94,Pass
71,3.5,46,Pass
66,4.5,74,Pass
64,1.5,48,Fail
39,5.0,43,Fail
93,3.5,69,Pass
88,1.5,78,Pass
65,5.5,75,Pass
53,3.0,91,Pass
57,1.5,33,Fail
43,1.5,63,Fail
82,5.0,45,Pass
71,5.5,82,Pass
50,2.5,29,Fail
75,1.0,37,Fail
99,1.0,79,Pass
43,4.0,50,Fail
65,2.5,73,Pass
67,3.0,95,Pass
46,2.5,57,Fail
70,3.0,62,Fail
74,4.0,93,Pass
45,3.5,77,Pass
45,1.5,39,Fail
91,3.0,81,Pass
55,3.0,61,Fail
76,3.5,80,Pass
76,1.0,67,Fail
90,1.5,41,Pass
83,3.5,82,Pass
90,2.0,25,Fail
76,4.0,87,Pass
64,2.5,82,Pass
61,1.5,93,Pass
60,4.0,27,Fail
62,2.5,56,Pass
43,1.5,37,Fail
63,5.0,51,Pass
60,3.0,50,Pass
37,5.5,67,Pass
53,1.5,56,Fail
84,5.5,93,Pass
73,5.0,44,Pass
87,1.0,54,Fail
70,3.5,74,Pass
91,4.0,44,Pass
87,3.0,76,Pass
41,2.5,75,Fail
99,5.5,75,Pass
36,4.5,72,Pass
74,6.0,82,Pass
87,5.0,95,Pass
57,5.0,29,Pass
74,4.5,60,Pass
59,4.0,82,Pass
39,5.5,25,Fail
36,4.0,63,Pass
41,1.0,71,Fail
41,3.5,38,Fail
75,1.0,53,Fail
69,5.5,80,Pass
65,4.0,30,Pass
80,3.5,34,Pass
36,1.5,82,Fail
53,3.5,82,Pass
86,2.5,66,Pass
94,4.0,54,Pass
63,4.0,32,Fail
40,3.0,82,Pass
87,2.0,42,Pass
93,3.5,89,Pass
62,3.0,79,Pass
51,5.0,31,Fail
38,5.5,69,Pass
73,4.5,89,Pass
94,2.5,87,Pass
79,0.5,68,Fail
56,5.5,37,Pass
77,6.0,73,Pass
89,1.0,72,Pass
66,4.5,66,Pass
88,3.0,44,Pass
60,1.5,88,Fail
58,6.0,60,Pass
73,5.5,46,Pass
65,6.0,43,Pass
99,1.5,45,Pass
69,3.0,57,Fail
60,5.5,41,Pass
61,4.0,61,Fail
71,3.0,38,Fail
58,3.5,44,Pass
82,0.5,33,Fail
60,4.0,50,Fail
60,5.0,53,Pass
75,0.5,53,Fail
39,1.5,76,Fail
78,3.5,59,Pass
68,3.5,74,Pass
64,2.5,27,Fail
82,0.5,56,Fail
84,4.5,31,Pass
90,2.0,57,Pass
59,4.0,68,Pass
56,3.5,81,Fail
81,3.0,64,Pass
73,3.5,52,Pass
76,4.5,44,Pass
71,3.5,92,Pass
85,3.5,39,Fail
47,3.0,28,Fail
71,3.0,34,Fail
45,3.0,95,Fail
61,3.0,88,Fail
78,3.0,47,Pass
67,1.5,25,Fail
60,4.5,79,Pass
93,1.0,46,Fail
85,5.5,27,Pass
69,4.0,57,Pass
97,1.0,55,Pass
63,4.0,50,Pass
86,2.5,71,Pass
46,5.5,76,Pass
54,5.5,64,Pass
57,5.0,26,Fail
42,3.5,27,Fail
68,5.5,87,Pass
47,4.0,38,Fail
76,5.5,53,Pass
47,1.5,32,Fail
43,5.5,41,Pass
98,4.0,59,Pass
78,2.0,41,Pass
96,6.0,71,Pass
67,4.5,51,Pass
37,5.5,80,Pass
72,0.5,67,Pass
71,3.5,43,Fail
36,4.5,82,Pass
91,0.5,90,Pass
75,4.5,33,Pass
83,4.0,72,Pass
67,2.0,69,Pass
75,4.5,72,Pass
52,1.0,27,Fail
98,5.0,27,Pass
61,5.5,46,Pass
46,3.0,31,Fail
39,3.5,51,Fail
76,2.5,86,Pass
99,2.5,50,Pass
93,5.5,52,Pass
81,2.0,44,Pass
99,2.5,55,Pass
82,2.0,81,Pass
57,4.0,83,Pass
74,5.0,54,Pass
40,1.5,53,Fail
49,2.0,39,Fail
62,1.0,93,Pass
48,1.5,47,Fail
97,2.5,49,Pass
100,5.0,55,Pass
59,3.5,31,Fail
81,1.0,48,Pass
62,4.0,90,Pass
44,5.0,30,Fail
57,2.5,42,Fail
50,2.0,40,Fail
56,4.5,41,Pass
49,0.5,92,Pass
42,5.0,75,Pass
49,5.0,89,Pass
94,5.5,85,Pass
41,1.0,69,Fail
56,1.0,64,Pass
69,5.5,61,Pass
58,3.0,73,Pass
69,2.5,74,Pass
38,3.5,67,Fail
77,1.0,56,Fail
72,4.0,72,Pass
79,5.5,36,Pass
72,4.0,64,Pass
63,3.0,61,Fail
58,6.0,62,Pass
50,4.5,61,Pass
68,1.0,78,Fail
37,4.0,78,Pass
56,1.0,48,Fail
79,2.0,50,Pass
42,4.0,26,Fail
39,1.5,33,Fail
77,0.5,43,Fail
61,4.0,79,Pass
87,2.0,81,Pass
96,3.5,42,Pass
97,2.0,86,Pass
63,4.5,51,Pass
52,5.5,81,Pass
75,1.0,58,Fail
76,5.0,75,Pass
75,1.5,50,Pass
56,2.5,30,Fail
39,2.5,43,Fail
49,1.5,74,Fail
45,1.0,89,Pass
43,4.5,69,Pass
95,5.0,79,Pass
36,6.0,26,Fail
74,5.5,78,Pass
97,3.0,83,Pass
58,1.0,54,Fail
69,0.5,60,Fail
80,3.5,29,Pass
56,5.0,37,Fail
66,2.0,29,Fail
88,1.5,76,Pass
83,3.0,81,Pass
88,5.5,33,Pass
99,3.0,90,Pass
59,4.5,84,Pass
84,3.0,65,Pass
74,2.5,93,Pass
78,3.0,87,Pass
83,4.5,41,Pass
84,4.5,92,Pass
93,3.0,56,Pass
58,2.0,36,Fail
77,1.5,39,Fail
53,0.5,73,Pass
74,1.0,94,Pass
84,1.5,56,Pass
86,4.5,65,Pass
62,5.0,46,Pass
68,4.5,84,Pass
57,4.5,33,Pass
46,6.0,66,Pass
52,6.0,66,Pass
94,2.0,25,Pass
55,1.5,91,Pass
98,1.5,93,Pass
51,5.5,58,Pass
82,1.0,76,Pass
72,2.5,84,Pass
80,3.5,33,Pass
77,4.0,31,Fail
81,4.0,73,Pass
94,5.0,64,Pass
72,3.5,73,Pass
39,5.0,65,Pass
53,1.0,76,Fail
81,5.0,36,Pass
67,3.5,40,Pass
71,1.5,42,Fail
74,6.0,54,Pass
60,5.5,78,Pass
85,5.0,83,Pass
82,5.5,53,Pass
81,2.5,67,Pass
81,2.0,46,Pass
93,1.5,58,Pass
74,5.5,91,Pass
98,5.0,44,Pass
43,6.0,80,Pass
76,5.0,28,Pass
82,4.0,49,Pass
66,1.5,71,Fail
54,1.5,79,Fail
71,3.0,66,Pass
59,4.5,86,Pass
94,1.5,82,Pass
58,5.5,68,Pass
46,4.5,49,Fail
72,2.0,50,Pass
61,5.5,68,Pass
41,4.0,71,Pass
72,4.5,53,Pass
70,2.5,53,Fail
46,2.5,37,Fail
74,0.5,25,Fail
72,3.5,57,Pass
85,4.5,83,Pass
59,6.0,79,Pass
51,5.5,95,Pass
97,1.0,72,Pass
71,6.0,41,Pass
37,1.5,72,Fail
88,0.5,83,Pass
48,4.5,70,Pass
86,5.5,59,Pass
81,5.5,68,Pass
98,5.0,27,Pass
98,1.5,44,Pass
